
time,npos,epos,alt,phi,theta,psi,vel,alpha,beta,p,q,r,nx,ny,nz,mach,qbar,ps,

 0.00000, 0.00000, 0.00000,10000.00000, 0.00000, 3.18645, 0.00000,500.00000, 3.18645, 0.00000,15.00000, 0.00000, 0.00000, 0.05103, 0.00100, 0.91670, 0.46436,219.72452,1454.59743,1926.32095,-2.16195,-1.23872, 0.52494,
 0.10000,50.00000, 0.00116,9999.98714, 1.49681, 3.18633, 0.00103,500.00007, 3.21431, 0.08672,14.90432,-0.00260, 0.03059, 0.05134,-0.00450, 0.92231, 0.46436,219.72467,1454.59815,1926.32095,-2.16195,-1.23872, 0.52494,
 0.20000,100.00000, 0.00862,9999.94964, 2.97586, 3.18553, 0.00810,500.00035, 3.23738, 0.17456,14.64510,-0.00778, 0.12103, 0.05160,-0.00998, 0.92690, 0.46436,219.72517,1454.60027,1926.32095,-2.16195,-1.23872, 0.52494,
 0.30000,150.00002, 0.02836,9999.88881, 4.42335, 3.18322, 0.02703,500.00094, 3.25582, 0.25665,14.26823,-0.01306, 0.26810, 0.05180,-0.01501, 0.93054, 0.46436,219.72610,1454.60371,1926.32095,-2.16195,-1.23872, 0.52494,
 0.40000,200.00008, 0.06639,9999.80555, 5.83027, 3.17844, 0.06304,500.00197, 3.27019, 0.32702,13.82277,-0.01658, 0.46404, 0.05196,-0.01921, 0.93338, 0.46436,219.72758,1454.60842,1926.32095,-2.16195,-1.23872, 0.52494,
 0.50000,250.00020, 0.12878,9999.70037, 7.19243, 3.17013, 0.12037,500.00360, 3.28126, 0.38103,13.35759,-0.01716, 0.69743, 0.05208,-0.02232, 0.93562, 0.46436,219.72974,1454.61437,1926.32095,-2.16195,-1.23872, 0.52494,
 0.60000,300.00043, 0.22176,9999.57345, 8.51032, 3.15723, 0.20196,500.00599, 3.28987, 0.41569,12.91788,-0.01427, 0.95445, 0.05218,-0.02414, 0.93743, 0.46436,219.73271,1454.62154,1926.32095,-2.16195,-1.23872, 0.52494,
 0.70000,350.00079, 0.35170,9999.42467, 9.78854, 3.13876, 0.30926,500.00929, 3.29683, 0.42976,12.54220,-0.00789, 1.22013, 0.05226,-0.02463, 0.93898, 0.46437,219.73664,1454.62995,1926.32095,-2.16195,-1.23872, 0.52494,
 0.80000,400.00133, 0.52522,9999.25366,11.03503, 3.11397, 0.44227,500.01365, 3.30282, 0.42379,12.26003, 0.00165, 1.47969, 0.05233,-0.02384, 0.94041, 0.46437,219.74165,1454.63962,1926.32095,-2.16195,-1.23872, 0.52494,
 0.90000,450.00208, 0.74914,9999.05981,12.26007, 3.08232, 0.59952,500.01920, 3.30835, 0.39987,12.09034, 0.01381, 1.71974, 0.05240,-0.02192, 0.94180, 0.46438,219.74786,1454.65058,1926.32095,-2.16195,-1.23872, 0.52494,
 1.00000,500.00307, 1.03055,9998.84228,13.47518, 3.04361, 0.77839,500.02603, 3.31376, 0.36146,12.04089, 0.02798, 1.92927, 0.05247,-0.01912, 0.94321, 0.46438,219.75536,1454.66288,1926.32095,-2.16195,-1.23872, 0.52494,
 1.10000,550.00428, 1.37671,9998.60002,14.69209, 2.99793, 0.97528,500.03423, 3.31922, 0.31291,12.10859, 0.04352, 2.10036, 0.05254,-0.01572, 0.94468, 0.46439,219.76423,1454.67658,1926.32095,-2.16195,-1.23872, 0.52494,
 1.20000,600.00569, 1.79508,9998.33177,15.92169, 2.94566, 1.18605,500.04386, 3.32478, 0.25913,12.28060, 0.05981, 2.22869, 0.05261,-0.01206, 0.94617, 0.46440,219.77454,1454.69174,1926.32095,-2.16195,-1.23872, 0.52494,
 1.30000,650.00726, 2.29327,9998.03605,17.17314, 2.88739, 1.40631,500.05500, 3.33031, 0.20510,12.53612, 0.07622, 2.31357, 0.05268,-0.00844, 0.94768, 0.46441,219.78637,1454.70846,1926.32095,-2.16195,-1.23872, 0.52494,
 1.40000,700.00889, 2.87891,9997.71116,18.45326, 2.82386, 1.63184,500.06773, 3.33557, 0.15550,12.84871, 0.09221, 2.35782, 0.05274,-0.00517, 0.94912, 0.46442,219.79980,1454.72683,1926.32095,-2.16195,-1.23872, 0.52494,
 1.50000,750.01046, 3.55966,9997.35519,19.76609, 2.75588, 1.85886,500.08218, 3.34018, 0.11431,13.18884, 0.10729, 2.36728, 0.05280,-0.00249, 0.95042, 0.46443,219.81495,1454.74696,1926.32095,-2.16195,-1.23872, 0.52494,
 1.60000,800.01182, 4.34311,9996.96599,21.11270, 2.68417, 2.08430,500.09852, 3.34367, 0.08455,13.52654, 0.12110, 2.35014, 0.05285,-0.00060, 0.95147, 0.46445,219.83199,1454.76896,1926.32095,-2.16195,-1.23872, 0.52494,
 1.70000,850.01277, 5.23669,9996.54116,22.49132, 2.60933, 2.30599,500.11695, 3.34549, 0.06810,13.83397, 0.13347, 2.31614, 0.05287, 0.00042, 0.95216, 0.46446,219.85112,1454.79298,1926.32095,-2.16195,-1.23872, 0.52494,
 1.80000,900.01311, 6.24764,9996.07804,23.89765, 2.53170, 2.52273,500.13776, 3.34507, 0.06560,14.08754, 0.14447, 2.27562, 0.05287, 0.00051, 0.95238, 0.46448,219.87260,1454.81917,1926.32095,-2.16195,-1.23872, 0.52494,
 1.90000,950.01259, 7.38292,9995.57372,25.32536, 2.45133, 2.73430,500.16127, 3.34189, 0.07649,14.26963, 0.15442, 2.23868, 0.05283,-0.00025, 0.95203, 0.46450,219.89675,1454.84768,1926.32095,-2.16195,-1.23872, 0.52494,
 2.00000,1000.01096, 8.64923,9995.02501,26.76674, 2.36794, 2.94139,500.18784, 3.33554, 0.09912,14.36973, 0.16391, 2.21434, 0.05276,-0.00175, 0.95104, 0.46453,219.92388,1454.87871,1926.32095,-2.16195,-1.23872, 0.52494,
 2.10000,1050.00794,10.05292,9994.42847,28.21345, 2.28089, 3.14541,500.21786, 3.32574, 0.13100,14.38483, 0.17370, 2.20985, 0.05265,-0.00383, 0.94936, 0.46455,219.95439,1454.91244,1926.32095,-2.16195,-1.23872, 0.52494,
 2.20000,1100.00324,11.60002,9993.78036,29.65720, 2.18925, 3.34832,500.25175, 3.31244, 0.16903,14.31921, 0.18466, 2.23021, 0.05251,-0.00627, 0.94701, 0.46458,219.98866,1454.94909,1926.32095,-2.16195,-1.23872, 0.52494,
 2.30000,1149.99654,13.29624,9993.07672,31.09049, 2.09186, 3.55237,500.28992, 3.29577, 0.20979,14.18360, 0.19769, 2.27796, 0.05232,-0.00886, 0.94403, 0.46462,220.02708,1454.98888,1926.32095,-2.16195,-1.23872, 0.52494,
